Binomial,scientific.name,original.scientific,TrophicLevel,TrophicNiche,ForagingNiche
Chelictinia_riocourii,Chelictinia riocourii,,Carnivore,Invertivore,Invertivore sally ground
Chelidoptera_tenebrosa,Chelidoptera tenebrosa,,Carnivore,Invertivore,Invertivore sally air
Chelidorhynx_hypoxantha,Chelidorhynx hypoxantha,,Carnivore,Invertivore,Invertivore sally air
Chen_caerulescens,Chen caerulescens,,Herbivore,Herbivore terrestrial,Herbivore ground
Chen_canagica,Chen canagica,,Herbivore,Omnivore,NA
Chen_rossii,Chen rossii,,Herbivore,Herbivore terrestrial,Herbivore ground
Chenonetta_jubata,Chenonetta jubata,,Herbivore,Herbivore terrestrial,Herbivore ground
Cheramoeca_leucosterna,Cheramoeca leucosterna,,Carnivore,Invertivore,Invertivore aerial
Chersomanes_albofasciata,Chersomanes albofasciata,,Carnivore,Invertivore,Invertivore ground
Chersophilus_duponti,Chersophilus duponti,,Omnivore,Omnivore,NA
Chionis_albus,Chionis albus,,Omnivore,Omnivore,NA
Chionis_minor,Chionis minor,,Omnivore,Omnivore,NA
Chiroxiphia_boliviana,Chiroxiphia boliviana,,Omnivore,Frugivore,Fugivore aerial
Chiroxiphia_caudata,Chiroxiphia caudata,,Omnivore,Omnivore,NA
Chiroxiphia_lanceolata,Chiroxiphia lanceolata,,Herbivore,Frugivore,Fugivore aerial
Chiroxiphia_linearis,Chiroxiphia linearis,,Herbivore,Frugivore,Fugivore aerial
Chiroxiphia_pareola,Chiroxiphia pareola,,Omnivore,Frugivore,Fugivore aerial
Chlamydera_cerviniventris,Chlamydera cerviniventris,,Omnivore,Omnivore,NA
Chlamydera_guttata,Chlamydera guttata,,Herbivore,Omnivore,NA
Chlamydera_lauterbachi,Chlamydera lauterbachi,,Omnivore,Omnivore,NA
Chlamydera_maculata,Chlamydera maculata,,Herbivore,Omnivore,NA
Chlamydera_nuchalis,Chlamydera nuchalis,,Herbivore,Omnivore,NA
Chlamydochaera_jefferyi,Chlamydochaera jefferyi,,Herbivore,Frugivore,Fugivore glean
Chlamydotis_undulata,Chlamydotis undulata,,Herbivore,Omnivore,NA
Chlidonias_hybrida,Chlidonias hybrida,,Carnivore,Aquatic predator,Aquatic aerial
Chlidonias_leucopterus,Chlidonias leucopterus,,Carnivore,Aquatic predator,Aquatic aerial
Chlidonias_niger,Chlidonias niger,,Carnivore,Aquatic predator,Aquatic aerial
Chloephaga_hybrida,Chloephaga hybrida,,Herbivore,Herbivore terrestrial,Herbivore ground
Chloephaga_melanoptera,Chloephaga melanoptera,,Herbivore,Herbivore terrestrial,Herbivore ground
Chloephaga_picta,Chloephaga picta,,Herbivore,Herbivore terrestrial,Herbivore ground
Chloephaga_poliocephala,Chloephaga poliocephala,,Herbivore,Herbivore terrestrial,Herbivore ground
Chloephaga_rubidiceps,Chloephaga rubidiceps,,Herbivore,Herbivore terrestrial,Herbivore ground
Chlorestes_notata,Chlorestes notata,,Herbivore,Nectarivore,Nectarivore aerial
Chloroceryle_aenea,Chloroceryle aenea,,Carnivore,Aquatic predator,Aquatic perch
Chloroceryle_amazona,Chloroceryle amazona,,Carnivore,Aquatic predator,Aquatic perch
Chloroceryle_americana,Chloroceryle americana,,Carnivore,Aquatic predator,Aquatic perch
Chloroceryle_inda,Chloroceryle inda,,Carnivore,Aquatic predator,Aquatic perch
Chlorocharis_emiliae,Chlorocharis emiliae,,Omnivore,Invertivore,Invertivore glean arboreal
Chlorochrysa_calliparaea,Chlorochrysa calliparaea,,Herbivore,Frugivore,Fugivore glean
Chlorochrysa_nitidissima,Chlorochrysa nitidissima,,Carnivore,Invertivore,Invertivore glean arboreal
Chlorochrysa_phoenicotis,Chlorochrysa phoenicotis,,Omnivore,Invertivore,Invertivore glean arboreal
Chlorocichla_falkensteini,Chlorocichla falkensteini,,Herbivore,Frugivore,Fugivore glean
Chlorocichla_flavicollis,Chlorocichla flavicollis,,Herbivore,Frugivore,Fugivore glean
Chlorocichla_flaviventris,Chlorocichla flaviventris,,Herbivore,Omnivore,NA
Chlorocichla_laetissima,Chlorocichla laetissima,,Herbivore,Omnivore,NA
Chlorocichla_prigoginei,Chlorocichla prigoginei,,Herbivore,Omnivore,NA
Chlorocichla_simplex,Chlorocichla simplex,,Herbivore,Frugivore,Fugivore glean
Chloropeta_gracilirostris,Chloropeta gracilirostris,,Carnivore,Invertivore,Invertivore glean arboreal
Chloropeta_natalensis,Chloropeta natalensis,,Carnivore,Invertivore,Invertivore glean arboreal
Chloropeta_similis,Chloropeta similis,,Carnivore,Invertivore,Invertivore glean arboreal
Chlorophanes_spiza,Chlorophanes spiza,,Herbivore,Frugivore,Fugivore glean
Chlorophonia_callophrys,Chlorophonia callophrys,,Herbivore,Frugivore,Fugivore glean
Chlorophonia_cyanea,Chlorophonia cyanea,,Herbivore,Frugivore,Fugivore glean
Chlorophonia_flavirostris,Chlorophonia flavirostris,,Herbivore,Frugivore,Fugivore glean
Chlorophonia_occipitalis,Chlorophonia occipitalis,,Herbivore,Frugivore,Fugivore glean
Chlorophonia_pyrrhophrys,Chlorophonia pyrrhophrys,,Herbivore,Frugivore,Fugivore glean
Chloropsis_aurifrons,Chloropsis aurifrons,,Omnivore,Omnivore,NA
Chloropsis_cochinchinensis,Chloropsis cochinchinensis,,Omnivore,Omnivore,NA
Chloropsis_cyanopogon,Chloropsis cyanopogon,,Omnivore,Omnivore,NA
Chloropsis_flavipennis,Chloropsis flavipennis,,Omnivore,Omnivore,NA
Chloropsis_hardwickii,Chloropsis hardwickii,,Omnivore,Omnivore,NA
Chloropsis_jerdoni,Chloropsis jerdoni,,Omnivore,Omnivore,NA
Chloropsis_kinabaluensis,Chloropsis kinabaluensis,,Omnivore,Omnivore,NA
Chloropsis_media,Chloropsis media,,Omnivore,Omnivore,NA
Chloropsis_palawanensis,Chloropsis palawanensis,,Omnivore,Omnivore,NA
Chloropsis_sonnerati,Chloropsis sonnerati,,Omnivore,Omnivore,NA
Chloropsis_venusta,Chloropsis venusta,,Omnivore,Omnivore,NA
Chlorornis_riefferii,Chlorornis riefferii,,Omnivore,Frugivore,Fugivore glean
Chlorospingus_canigularis,Chlorospingus canigularis,,Omnivore,Frugivore,Fugivore glean
Chlorospingus_flavigularis,Chlorospingus flavigularis,,Herbivore,Frugivore,Fugivore glean
Chlorospingus_flavovirens,Chlorospingus flavovirens,,Herbivore,Frugivore,Fugivore glean
Chlorospingus_inornatus,Chlorospingus inornatus,,Omnivore,Frugivore,Fugivore glean
Chlorospingus_ophthalmicus,Chlorospingus ophthalmicus,,Carnivore,Invertivore,Invertivore glean arboreal
Chlorospingus_parvirostris,Chlorospingus parvirostris,,Carnivore,Invertivore,Invertivore glean arboreal
Chlorospingus_pileatus,Chlorospingus pileatus,,Omnivore,Omnivore,NA
Chlorospingus_semifuscus,Chlorospingus semifuscus,,Omnivore,Invertivore,Invertivore glean arboreal
Chlorospingus_tacarcunae,Chlorospingus tacarcunae,,Carnivore,Invertivore,Invertivore glean arboreal
Chlorostilbon_alice,Chlorostilbon alice,,Herbivore,Nectarivore,Nectarivore aerial
Chlorostilbon_assimilis,Chlorostilbon assimilis,,Herbivore,Nectarivore,Nectarivore aerial
Chlorostilbon_auriceps,Chlorostilbon auriceps,,Herbivore,Nectarivore,Nectarivore aerial
Chlorostilbon_canivetii,Chlorostilbon canivetii,,Herbivore,Nectarivore,Nectarivore aerial
Chlorostilbon_forficatus,Chlorostilbon forficatus,,Herbivore,Nectarivore,Nectarivore aerial
Chlorostilbon_gibsoni,Chlorostilbon gibsoni,,Herbivore,Nectarivore,Nectarivore aerial
Chlorostilbon_lucidus,Chlorostilbon lucidus,,Herbivore,Nectarivore,Nectarivore aerial
Chlorostilbon_maugaeus,Chlorostilbon maugaeus,,Herbivore,Nectarivore,Nectarivore aerial
Chlorostilbon_melanorhynchus,Chlorostilbon melanorhynchus,,Herbivore,Nectarivore,Nectarivore aerial
Chlorostilbon_mellisugus,Chlorostilbon mellisugus,,Herbivore,Nectarivore,Nectarivore aerial
Chlorostilbon_olivaresi,Chlorostilbon olivaresi,,Herbivore,Nectarivore,Nectarivore aerial
Chlorostilbon_poortmani,Chlorostilbon poortmani,,Herbivore,Nectarivore,Nectarivore aerial
Chlorostilbon_ricordii,Chlorostilbon ricordii,,Herbivore,Nectarivore,Nectarivore aerial
Chlorostilbon_russatus,Chlorostilbon russatus,,Herbivore,Nectarivore,Nectarivore aerial
Chlorostilbon_stenurus,Chlorostilbon stenurus,,Herbivore,Nectarivore,Nectarivore aerial
Chlorostilbon_swainsonii,Chlorostilbon swainsonii,,Herbivore,Nectarivore,Nectarivore aerial
Chlorothraupis_carmioli,Chlorothraupis carmioli,,Carnivore,Invertivore,Invertivore glean arboreal
Chlorothraupis_frenata,Chlorothraupis frenata,,Carnivore,Invertivore,Invertivore glean arboreal
Chlorothraupis_olivacea,Chlorothraupis olivacea,,Carnivore,Invertivore,Invertivore glean arboreal
Chlorothraupis_stolzmanni,Chlorothraupis stolzmanni,,Herbivore,Frugivore,Fugivore glean
Chondestes_grammacus,Chondestes grammacus,,Herbivore,Granivore,Granivore ground
Chondrohierax_uncinatus,Chondrohierax uncinatus,,Carnivore,Invertivore,Invertivore sally surface
Chondrohierax_wilsonii,Chondrohierax wilsonii,,Carnivore,Invertivore,Invertivore sally surface
Chordeiles_acutipennis,Chordeiles acutipennis,,Carnivore,Invertivore,Invertivore aerial
Chordeiles_gundlachii,Chordeiles gundlachii,,Carnivore,Invertivore,Invertivore aerial
Chordeiles_minor,Chordeiles minor,,Carnivore,Invertivore,Invertivore aerial
Chordeiles_pusillus,Chordeiles pusillus,,Carnivore,Invertivore,Invertivore aerial
Chordeiles_rupestris,Chordeiles rupestris,,Carnivore,Invertivore,Invertivore aerial
Chrysococcyx_basalis,Chrysococcyx basalis,,Carnivore,Invertivore,Invertivore glean arboreal
Chrysococcyx_caprius,Chrysococcyx caprius,,Carnivore,Invertivore,Invertivore glean arboreal
Chrysococcyx_crassirostris,Chrysococcyx crassirostris,,Carnivore,Invertivore,Invertivore glean arboreal
Chrysococcyx_cupreus,Chrysococcyx cupreus,,Carnivore,Invertivore,Invertivore glean arboreal
Chrysococcyx_flavigularis,Chrysococcyx flavigularis,,Carnivore,Invertivore,Invertivore glean arboreal
Chrysococcyx_klaas,Chrysococcyx klaas,,Carnivore,Invertivore,Invertivore glean arboreal
Chrysococcyx_lucidus,Chrysococcyx lucidus,,Carnivore,Invertivore,Invertivore glean arboreal
Chrysococcyx_maculatus,Chrysococcyx maculatus,,Carnivore,Invertivore,Invertivore glean arboreal
Chrysococcyx_meyeri,Chrysococcyx meyeri,,Carnivore,Invertivore,Invertivore glean arboreal
Chrysococcyx_minutillus,Chrysococcyx minutillus,,Carnivore,Invertivore,Invertivore glean arboreal
Chrysococcyx_osculans,Chrysococcyx osculans,,Carnivore,Invertivore,Invertivore glean arboreal
Chrysococcyx_ruficollis,Chrysococcyx ruficollis,,Carnivore,Invertivore,Invertivore glean arboreal
Chrysococcyx_russatus,Chrysococcyx russatus,,Carnivore,Invertivore,Invertivore glean arboreal
Chrysococcyx_xanthorhynchus,Chrysococcyx xanthorhynchus,,Carnivore,Invertivore,Invertivore glean arboreal
Chrysocolaptes_festivus,Chrysocolaptes festivus,,Carnivore,Invertivore,Invertivore bark
Chrysocolaptes_lucidus,Chrysocolaptes lucidus,,Carnivore,Invertivore,Invertivore bark
Chrysolampis_mosquitus,Chrysolampis mosquitus,,Herbivore,Nectarivore,Nectarivore aerial
